gene	drug	regulatory approval	indication	interaction score
NRAS	BINIMETINIB	Approved	antineoplastic agent,DMARD,antiinflammatory agent	0.3757091562950095
NRAS	FORETINIB	Not Approved	antineoplastic agent	0.04162982341218942
NRAS	MIRDAMETINIB	Not Approved	""	0.1581933289663198
NRAS	ERK INHIBITOR CC-90003	Not Approved	""	0.1977416612078997
NRAS	TAK-632	Not Approved	""	0.1318277741385998
NRAS	GEDATOLISIB	Not Approved	""	0.04394259137953328
NRAS	DACTOLISIB	Not Approved	""	0.00823923588366249
NRAS	LENVATINIB	Approved	antineoplastic agent	0.04162982341218942
NRAS	INOSITOL	Approved	for treatment of Alzheimer's disease	0.05273110965543994
NRAS	CHLOROQUINE	Approved	""	0.04943541530197493
NRAS	RAVOXERTINIB	Not Approved	""	0.1318277741385998
NRAS	TUNLAMETINIB	Not Approved	""	0.5932249836236992
NRAS	GILTERITINIB	Approved	""	0.1318277741385998
NRAS	SCH772984	Not Approved	""	0.1318277741385998
NRAS	CETUXIMAB	Approved	antineoplastic agent	0.1817085535423943
NRAS	OMIPALISIB	Not Approved	""	0.05932249836236992
NRAS	GANITUMAB	Not Approved	antineoplastic agent	0.1977416612078997
NRAS	NST-628	Not Approved	""	0.1581933289663198
NRAS	REGORAFENIB	Approved	antineoplastic agent	0.03595302931052722
NRAS	TAPOTOCLAX	Not Approved	""	0.3954833224157995
NRAS	COPANLISIB	Approved	""	0.03595302931052722
NRAS	LUVOMETINIB	Not Approved	""	0.3954833224157995
NRAS	PLX8394	Not Approved	""	0.2636555482771996
NRAS	EG5 KINESIN-RELATED MOTOR PROTEIN INHIBITOR 4SC-205	Not Approved	antineoplastic agent	0.2636555482771996
NRAS	TOVORAFENIB	Approved	""	0.1318277741385998
NRAS	I-BET151	Not Approved	""	0.1129952349759427
NRAS	PF-4708671	Not Approved	""	0.1977416612078997
NRAS	PF-07799933	Not Approved	""	0.3954833224157995
NRAS	FF-10101	Not Approved	""	0.2636555482771996
NRAS	AKT INHIBITOR MK2206	Not Approved	""	0.05649761748797136
NRAS	MK-8353	Not Approved	""	0.1318277741385998
NRAS	AZ628	Not Approved	""	0.1977416612078997
NRAS	BAY 11-7082	Not Approved	""	0.06591388706929992
NRAS	ABEMACICLIB	Approved	""	0.06244473511828413
NRAS	PEMBROLIZUMAB	Approved	""	0.0479373724140363
NRAS	TRAMETINIB DIMETHYL SULFOXIDE	Approved	antineoplastic agent	0.3702397060913868
NRAS	BEROTERKIB ANHYDROUS	Not Approved	""	0.2636555482771996
NRAS	EXARAFENIB	Not Approved	""	0.1977416612078997
NRAS	DEL-22379	Not Approved	""	0.2636555482771996
NRAS	REFAMETINIB	Not Approved	antineoplastic agent	0.07190605862105445
NRAS	CCT196969	Not Approved	""	0.1977416612078997
NRAS	FUTUXIMAB/MODOTUXIMAB MIXTURE	Not Approved	antineoplastic agent	0.2636555482771996
NRAS	PAZOPANIB	Approved	antineoplastic agent	0.02081491170609471
NRAS	RECOMBINANT INTERFERON	Not Approved	""	0.02028119602132305
NRAS	CYTARABINE	Approved	antineoplastic agent	0.009887083060394987
NRAS	BUPARLISIB	Not Approved	""	0.03163866579326396
NRAS	TAK-733	Not Approved	""	0.1581933289663198
NRAS	SOTORASIB	Approved	""	0.3954833224157995
NRAS	ICOVAMENIB	Not Approved	""	0.3954833224157995
NRAS	AVUTOMETINIB	Not Approved	""	0.08788518275906655
NRAS	CERITINIB	Approved	""	0.04652744969597641
NRAS	RIBOCICLIB	Approved	antineoplastic agent	0.1098564784488331
NRAS	AZACITIDINE	Approved	antineoplastic agent	0.009887083060394987
NRAS	IODINE I 131-6-BETA-IODOMETHYL-19-NORCHOLESTEROL	Not Approved	""	0.3954833224157995
NRAS	BRIMARAFENIB	Not Approved	""	0.1977416612078997
NRAS	AZD5991	Not Approved	""	0.1977416612078997
NRAS	E6201	Not Approved	""	0.1129952349759427
NRAS	SIROLIMUS	Approved	for treatment of wet age-related macular degeneration,immunosuppressant	0.01363735594537239
NRAS	CARBOPLATIN	Approved	""	0.009197286567809292
NRAS	PLX-4720	Not Approved	""	0.1318277741385998
NRAS	FLUOROURACIL	Approved	""	0.01022801695902929
NRAS	LORLATINIB	Approved	""	0.06084358806396916
NRAS	MRTX-1133	Not Approved	""	0.3954833224157995
NRAS	BCL-2 INHIBITOR BCL201	Not Approved	""	0.3954833224157995
NRAS	BIVALENT BRD4 INHIBITOR AZD5153	Not Approved	""	0.3954833224157995
NRAS	CABOZANTINIB S-MALATE	Approved	antineoplastic agent	0.07190605862105445
NRAS	METFORMIN	Approved	antidiabetic	0.00964593469306828
NRAS	OPNURASIB	Not Approved	""	0.3954833224157995
NRAS	FUTIBATINIB	Approved	""	0.07190605862105445
NRAS	LY3009120	Not Approved	""	0.2372899934494796
NRAS	QUIZARTINIB	Approved	antineoplastic agent	0.06244473511828413
NRAS	INFIGRATINIB	Approved	""	0.02929506091968885
NRAS	TIVOZANIB	Approved	antineoplastic agent	0.08788518275906655
NRAS	VENETOCLAX	Approved	""	0.07190605862105445
NRAS	MEK INHIBITOR IMM-1-104	Not Approved	""	0.1977416612078997
NRAS	ENCORAFENIB	Approved	""	0.2636555482771996
NRAS	ALPELISIB	Approved	""	0.04394259137953327
NRAS	TALAZOPARIB	Approved	""	0.02824880874398568
NRAS	YM-254890	Not Approved	""	0.3954833224157995
NRAS	MITOGEN-ACTIVATED PROTEIN KINASE KINASE INHIBITOR	Not Approved	""	0.06591388706929992
NRAS	BI-847325	Not Approved	""	0.07190605862105445
NRAS	PALBOCICLIB	Approved	""	0.04652744969597641
NRAS	PELAREOREP	Not Approved	antineoplastic agent	0.1318277741385998
NRAS	OSIMERTINIB	Approved	""	0.05649761748797136
NRAS	LEUCOVORIN CALCIUM	Approved	adjuvant to chemotherapy	0.03295694353464996
NRAS	METHYLNITROSOUREA	Not Approved	""	0.08788518275906655
NRAS	RUCAPARIB	Approved	""	0.03295694353464996
NRAS	B-RAF/VEGFR-2 INHIBITOR RAF265	Not Approved	""	0.1318277741385998
NRAS	GDC-0879	Not Approved	""	0.1581933289663198
NRAS	NAPORAFENIB	Not Approved	""	0.1977416612078997
NRAS	GEMCITABINE	Approved	antineoplastic agent	0.00859746353077825
NRAS	KO-947	Not Approved	""	0.0790966644831599
NRAS	OLAPARIB	Approved	""	0.02579239059233475
NRAS	HSP90 INHIBITOR XL888	Not Approved	antineoplastic agent	0.1977416612078997
NRAS	PIMASERTIB	Not Approved	""	0.2471770765098747
NRAS	ADAVOSERTIB	Not Approved	antineoplastic agent	0.04237321311597852
NRAS	COBIMETINIB	Approved	antineoplastic agent	0.1040745585304735
NRAS	ANTI-CD19 CAR T CELLS PREPARATION	Not Approved	""	0.3954833224157995
NRAS	ALTEPLASE	Approved	Thrombolytic agent	0.03766507832531423
NRAS	CCT241161	Not Approved	""	0.1977416612078997
NRAS	TORIPALIMAB-TPZI	Approved	""	0.1977416612078997
NRAS	DUBERMATINIB	Not Approved	""	0.1318277741385998
NRAS	LYMPHOKINE-ACTIVATED KILLER CELLS	Not Approved	""	0.07190605862105445
NRAS	LIFIRAFENIB	Not Approved	""	0.5932249836236992
NRAS	GI-4000	Not Approved	vaccine,antineoplastic agent	0.5932249836236992
NRAS	TIZATERKIB	Not Approved	""	0.1977416612078997
NRAS	NAVITOCLAX	Not Approved	""	0.0741531229529624
NRAS	OBATOCLAX	Not Approved	antineoplastic agent	0.09887083060394987
NRAS	RIGOSERTIB	Not Approved	antineoplastic agent	0.09887083060394987
NRAS	NIVOLUMAB	Approved	antineoplastic agent	0.03042179403198458
NRAS	TUBASTATIN A	Not Approved	""	0.1318277741385998
NRAS	PANITUMUMAB	Approved	antineoplastic agent	0.2372899934494796
NRAS	TEMUTERKIB	Not Approved	""	0.2824880874398568
NRAS	BELVARAFENIB	Not Approved	""	0.3954833224157995
NRAS	ULIXERTINIB	Not Approved	""	0.1977416612078997
NRAS	GDC-0623	Not Approved	""	0.1977416612078997
NRAS	SELUMETINIB	Approved	""	0.1198434310350907
NRAS	EVEROLIMUS	Approved	immunosuppressant	0.04652744969597641
NRAS	SALIRASIB	Not Approved	""	0.07190605862105445
NRAS	BI-3406	Not Approved	""	0.2636555482771996
NRAS	MEK/RAF MOLECULAR GLUE IK-595	Not Approved	""	0.3954833224157995
NRAS	RINETERKIB	Not Approved	""	0.1318277741385998
NRAS	SORAFENIB	Approved	antineoplastic agent	0.0171949270615565
NRAS	IPILIMUMAB	Approved	antineoplastic agent	0.02636555482771997
NRAS	TUCATINIB	Approved	antineoplastic agent	0.04943541530197493
GSDMD	LDC7559	Not Approved	""	52.20379855888553
GSK3B	RG-1530	Not Approved	""	0.01207303389428435
GSK3B	SB 216763	Not Approved	""	0.3026307162833944
GSK3B	GO-6976	Not Approved	""	0.02639221362936578
GSK3B	GW441756X	Not Approved	""	0.01745946440096506
GSK3B	PHA-767491	Not Approved	""	0.01719492706155649
GSK3B	CHEMBL:CHEMBL1081326	Not Approved	""	2.269730372125457
GSK3B	CYC-116	Not Approved	""	0.01169964109343019
GSK3B	URSOLIC ACID	Not Approved	""	0.1891441976771214
GSK3B	CHEMBL:CHEMBL588859	Not Approved	""	0.2837162965156822
GSK3B	AR-AO-14418	Not Approved	""	0.1621235980089612
GSK3B	ALSTERPAULLONE	Not Approved	""	0.02182433050120632
GSK3B	BAY 61-3606	Not Approved	""	0.0276796386844568
GSK3B	JNJ-7706621	Not Approved	""	0.0206339124738678
GSK3B	ELRAGLUSIB	Not Approved	""	0.5674325930313644
GSK3B	KENPAULLONE	Not Approved	""	0.02364302470964018
GSK3B	METHOTREXATE	Approved	DMARD	0.0206339124738678
GSK3B	PALBINONE	Not Approved	""	2.269730372125457
GSK3B	CITALOPRAM	Approved	antidepressant,Second-Generation,Antidepressive Agents	0.0648494392035845
GSK3B	AZD-1080	Not Approved	""	0.1335135513014975
GSK3B	PALINURIN	Not Approved	""	2.269730372125457
GSK3B	CHEMBL:CHEMBL449063	Not Approved	""	2.269730372125457
GSK3B	TIDEGLUSIB	Not Approved	for treatment of Alzheimer's disease	0.7565767907084859
GSK3B	LY-2090314	Not Approved	""	0.04364866100241265
GSK3B	LITHIUM CARBONATE	Approved	""	0.2269730372125457
GSK3B	MANZAMINE A	Not Approved	""	2.269730372125457
GSK3B	BETA-SITOSTEROL	Not Approved	""	2.269730372125457
GSK3B	1-AZAKENPAULLONE	Not Approved	""	0.0872973220048253
GSK3B	CEP-11981	Not Approved	""	0.1080823986726408
GSK3B	GW843682X	Not Approved	""	0.02909910733494176
GSK3B	GSK-269962A	Not Approved	""	0.02579239059233475
GSK3B	LADUVIGLUSIB	Not Approved	""	0.0756576790708486
GSK3B	PF-562271	Not Approved	""	0.0105080109820623
GSK3B	RELATLIMAB	Not Approved	""	1.134865186062728
GSK3B	BMS-387032	Not Approved	""	0.06675677565074875
GSK3B	SB203580	Not Approved	""	0.03913328227802513
GSK3B	LITHIUM CITRATE	Approved	""	0.3782883953542429
GSK3B	BETULINIC ACID	Not Approved	""	0.4539460744250915
GSK3B	CHEMBL:CHEMBL546797	Not Approved	""	0.03546453706446027
GSK3B	SP-600125	Not Approved	""	0.01275129422542392
GSK3B	CHEMBL:CHEMBL1276446	Not Approved	""	0.2837162965156822
GSK3B	SOTRASTAURIN	Not Approved	""	0.01860434731250375
GSK3B	SITOGLUSIDE	Not Approved	""	2.269730372125457
GSK3B	CHEMBL:CHEMBL379975	Not Approved	""	0.02579239059233475
GSK3B	OLEANOLIC ACID	Not Approved	""	0.4539460744250915
GSK3B	SR-13668	Not Approved	""	0.7565767907084859
GSK3B	FLUOXETINE HYDROCHLORIDE	Approved	for treatment of bipolar disorder,for treatment of autism,antidepressant,for treatment of sleep apnea	0.08106179900448064
CYP1A2	DIBUCAINE	Approved	Local,Anesthetics	0.01467223118574635
CYP1A2	TYRPHOSTIN AG 555	Not Approved	""	0.004633336163919901
CYP1A2	IPRONIAZID	Approved	""	0.02515239631842232
CYP1A2	PHENOBARBITAL	Approved	Anticonvulsants; Hypnotics and Sedatives	0.009266672327839802
CYP1A2	DIDANOSINE	Approved	""	0.01257619815921116
CYP1A2	PROGESTERONE	Approved	for reducing the risk of pre-term birth for women with short cervix a mid-pregnancy,for prevention of preterm delivery,for symptomatic treatment of menopausal symptoms,neuroprotectant for stroke victims	0.002984182614050106
CYP1A2	KAEMPHEROL	Not Approved	""	0.004890743728582118
CYP1A2	CHEMBL:CHEMBL588859	Not Approved	""	0.02200834677861953
CYP1A2	CGS-12066	Not Approved	""	0.01100417338930976
CYP1A2	MEFENAMIC ACID	Approved	NSAID	0.01257619815921116
CYP1A2	DISULFIRAM	Approved	Alcohol Deterrents	0.004094576144859448
CYP1A2	2-APB	Not Approved	""	0.005502086694654883
CYP1A2	CHEMBL:CHEMBL582507	Not Approved	""	0.02934446237149271
CYP1A2	SALIRASIB	Not Approved	""	0.008003035192225285
CYP1A2	GF109203X	Not Approved	""	0.01100417338930976
CYP1A2	TRAMADOL	Approved	analgesic	0.003668057796436588
CYP1A2	CHLORPROMAZINE	Approved	""	0.0071378421984712
CYP1A2	BENZYDAMINE	Approved	""	0.02200834677861953
CYP1A2	LUZINDOLE	Not Approved	""	0.01257619815921116
CYP1A2	MONTELUKAST SODIUM	Approved	antiasthmatic agent	0.008003035192225285
CYP1A2	BENZOCAINE	Approved	Local,Anesthetics	0.02934446237149271
CYP1A2	FURAFYLLINE	Not Approved	""	0.02200834677861953
CYP1A2	DILTIAZEM HYDROCHLORIDE	Approved	antihypertensive agent	0.01100417338930976
CYP1A2	SULMAZOLE	Not Approved	""	0.04401669355723906
CYP1A2	HYMECROMONE	Not Approved	""	0.01760667742289562
CYP1A2	TRANYLCYPROMINE	Approved	Antidepressive Agents	0.01257619815921116
CYP1A2	SULFASALAZINE	Approved	DMARD,antiinflammatory agent	0.007336115592873177
CYP1A2	JWH015	Not Approved	""	0.01760667742289562
CYP1A2	O6-BENZYLGUANINE	Not Approved	""	0.08803338711447813
CYP1A2	CHEMBL:CHEMBL1520837	Not Approved	""	0.02200834677861953
CYP1A2	(Z)-PIPLARTINE	Not Approved	""	0.04401669355723906
CYP1A2	SPICLOMAZINE	Not Approved	""	0.02200834677861953
CYP1A2	ACACETIN	Not Approved	""	0.005868892474298542
CYP1A2	AZITHROMYCIN ANHYDROUS	Approved	""	0.01257619815921116
CYP1A2	(S)-MIDODRINE	Not Approved	""	0.08803338711447813
CYP1A2	BROMOCRIPTINE	Approved	antidiabetic	0.005679573362224395
CYP1A2	CAPSAICIN	Approved	analgesic	0.01553530360843731
CYP1A2	CHEMBL:CHEMBL530733	Not Approved	""	0.01257619815921116
CYP1A2	CLOFIBRATE	Approved	Anticholesteremic Agents	0.01100417338930976
CYP1A2	SPERMIDINE	Not Approved	""	0.01760667742289562
CYP1A2	CHLOROQUINE	Approved	""	0.01100417338930976
CYP1A2	CHEMBL:CHEMBL362223	Not Approved	""	0.01760667742289562
CYP1A2	NEVIRAPINE	Approved	""	0.01600607038445057
CYP1A2	FPL64176	Not Approved	""	0.009781487457164235
CYP1A2	CHEMBL:CHEMBL421215	Not Approved	""	0.009781487457164235
CYP1A2	SULFADOXINE	Approved	""	0.02934446237149271
CYP1A2	BUTYLATED HYDROXYTOLUENE	Approved	""	0.01956297491432847
CYP1A2	HYDROXYZINE	Approved	Antipruritics; Anxiolytics sedatives and hypnotics	0.01956297491432847
CYP1A2	VER-3323	Not Approved	""	0.01467223118574635
CYP1A2	PROPYLENE GLYCOL	Approved	""	0.1760667742289562
CYP1A2	SULFAMETHOXAZOLE	Approved	""	0.02515239631842232
CYP1A2	LORECLEZOLE	Not Approved	""	0.04401669355723906
CYP1A2	MECLIZINE	Approved	Antiemetics	0.02515239631842232
CYP1A2	CLEMIZOLE	Not Approved	""	0.01760667742289562
CYP1A2	CHEMBL:CHEMBL1420370	Not Approved	""	0.01257619815921116
CYP1A2	CHEMBL:CHEMBL469309	Not Approved	""	0.01760667742289562
CYP1A2	MYRICETIN	Not Approved	""	0.002200834677861953
CYP1A2	TRIOXSALEN	Approved	""	0.04401669355723906
CYP1A2	ETHINYL ESTRADIOL	Approved	contraceptive	0.008803338711447813
CYP1A2	MERCAPTOPURINE	Approved	Antineoplastic Agents	0.003912594982865694
CYP1A2	CHEMBL:CHEMBL1198140	Not Approved	""	0.01257619815921116
CYP1A2	PD168,077	Not Approved	""	0.08803338711447813
CYP1A2	CHEMBL:CHEMBL591126	Not Approved	""	0.008003035192225285
CYP1A2	OXYMORPHONE	Approved	analgesic	0.008003035192225285
CYP1A2	VITAMIN B2	Not Approved	""	0.02200834677861953
CYP1A2	3-ACETYLCOUMARIN	Not Approved	""	0.08803338711447813
CYP1A2	MONOAMINE OXIDASE INHIBITOR	Not Approved	""	0.00303563403843028
CYP1A2	CI-218872	Not Approved	""	0.04401669355723906
CYP1A2	PYRAZINAMIDE	Approved	""	0.01354359801761202
CYP1A2	METHYLHOMATROPINE	Approved	Antimuscarinics,GI Anti-Ulcer Agents	0.01956297491432847
CYP1A2	DICYCLOMINE HYDROCHLORIDE	Approved	Antispasmodics	0.008003035192225285
CYP1A2	ETIDRONIC ACID	Approved	""	0.01257619815921116
CYP1A2	MICONAZOLE NITRATE	Approved	""	0.005502086694654883
CYP1A2	RILUZOLE	Approved	for treatment of ALS	0.003827538570194701
CYP1A2	SULPIRIDE	Approved	Second-Generation; Antipsychotic Agents,Antidepressive Agents	0.01257619815921116
CYP1A2	S(+)-APOMORPHINE	Not Approved	""	0.01100417338930976
CYP1A2	FLECAINIDE ACETATE	Approved	Anti-Arrhythmia Agents	0.01760667742289562
CYP1A2	CHEMBL:CHEMBL120806	Not Approved	""	0.01760667742289562
CYP1A2	BUTAMBEN	Approved	""	0.01467223118574635
CYP1A2	HYDRAZINE	Not Approved	""	0.1760667742289562
CYP1A2	ESTRADIOL VALERATE	Approved	for treatment of menopausal symptoms,contraceptive,treatment for menopause,hormone replacement	0.003746101579339495
CYP1A2	L-162,313	Not Approved	""	0.009781487457164235
CYP1A2	IMIPRAMINE HYDROCHLORIDE	Approved	Tricyclic,Antidepressive Agents	0.01320500806717171
CYP1A2	CHEMBL:CHEMBL294747	Not Approved	""	0.04401669355723906
CYP1A2	AMOXICILLIN ANHYDROUS	Approved	""	0.009266672327839802
CYP1A2	TETRACYCLINE	Approved	""	0.009781487457164235
CYP1A2	INDOMETHACIN	Approved	NSAID	0.004401669355723906
CYP1A2	FINASTERIDE	Approved	antineoplastic agent	0.01257619815921116
CYP1A2	CHRYSIN	Approved	""	0.006288099079605581
CYP1A2	GR 113808	Not Approved	""	0.04401669355723906
CYP1A2	APIGENIN	Approved	""	0.003385899504403005
CYP1A2	DIMETHISOQUIN	Not Approved	""	0.04401669355723906
CYP1A2	PP2	Not Approved	""	0.002934446237149271
CYP1A2	PROMETHAZINE HYDROCHLORIDE	Approved	Hypnotics and Sedatives; Anti-anxiety agents; Anti-allergic Agents	0.008003035192225285
CYP1A2	TODRALAZINE	Not Approved	""	0.08803338711447813
CYP1A2	5-(N,N-HEXAMETHYLENE)-AMILORIDE	Not Approved	""	0.01257619815921116
CYP1A2	IODOPHENPROPIT	Not Approved	""	0.02200834677861953
CYP1A2	CHEMBL:CHEMBL313737	Not Approved	""	0.008803338711447813
CYP1A2	PIROXICAM-BETA-CYCLODEXTRIN	Approved	NSAID,antiinflammatory agent	0.01354359801761202
CYP1A2	EXISULIND	Not Approved	""	0.02934446237149271
CYP1A2	3,4-DICHLOROISOCOUMARIN	Not Approved	""	0.005868892474298542
CYP1A2	PROPENTOFYLLINE	Not Approved	""	0.04401669355723906
CYP1A2	CHEMBL:CHEMBL463783	Not Approved	""	0.008803338711447813
CYP1A2	ETOPOSIDE	Approved	Antineoplastic Agents	0.00303563403843028
CYP1A2	TORSEMIDE	Approved	Antihypertensive Agents; Diuretics	0.01467223118574635
CYP1A2	METARAMINOL	Approved	Antihypotensive Agents; Vasoconstrictor Agents	0.02515239631842232
CYP1A2	THIABENDAZOLE	Approved	""	0.01467223118574635
CYP1A2	6-O-BENZYLGUANINE	Not Approved	""	0.02200834677861953
CYP1A2	TESTOSTERONE	Approved	for treatment of female sexual dysfunction,hormone replacement	0.00451453267253734
CYP1A2	NS1619	Not Approved	""	0.01760667742289562
CYP1A2	PHENYLBUTAZONE	Approved	NSAID	0.01257619815921116
CYP1A2	TRIMETAZIDINE	Not Approved	""	0.08803338711447813
CYP1A2	CHEMBL:CHEMBL1477383	Not Approved	""	0.01760667742289562
CYP1A2	CHEMBL:CHEMBL1162521	Not Approved	""	0.08803338711447813
CYP1A2	CHEMBL:CHEMBL101168	Not Approved	""	0.04401669355723906
CYP1A2	SP-600125	Not Approved	""	0.000989139181061552
CYP1A2	GLYCINE	Approved	""	0.01467223118574635
CYP1A2	SANGUINARIUM	Not Approved	""	0.003521335484579124
CYP1A2	PHENELZINE	Approved	Antidepressive Agents	0.006288099079605581
CYP1A2	PHENACETIN	Approved	""	0.08803338711447813
CYP1A2	NS 2028	Not Approved	""	0.08803338711447813
CYP1A2	CHEMBL:CHEMBL592561	Not Approved	""	0.02934446237149271
CYP1A2	SIMVASTATIN	Approved	antidyslipidaemic agent,anticholesterolaemic agent,antihypertensive agent	0.003521335484579124
CYP1A2	LOVASTATIN	Approved	anticholesterolaemic agent	0.00451453267253734
CYP1A2	MK-212	Not Approved	""	0.02200834677861953
CYP1A2	CHEMBL:CHEMBL271165	Not Approved	""	0.04401669355723906
CYP1A2	GLAFENINE	Approved	""	0.02515239631842232
CYP1A2	CHEMBL:CHEMBL11458	Not Approved	""	0.04401669355723906
CYP1A2	AZTREONAM	Approved	""	0.02934446237149271
CYP1A2	ECADOTRIL	Not Approved	""	0.02200834677861953
CYP1A2	LIOTHYRONINE	Approved	Hormone Replacement Agents	0.005335356794816856
CYP1A2	FIPEXIDE	Approved	""	0.02200834677861953
CYP1A2	5-AMINOISOQUINOLINE	Not Approved	""	0.04401669355723906
CYP1A2	CHEMBL:CHEMBL429095	Not Approved	""	0.001760667742289562
CYP1A2	NIACIN	Approved	substance abuse deterrant,antidyslipidaemic agent	0.01257619815921116
CYP1A2	RANITIDINE HYDROCHLORIDE	Approved	antiulcer agent	0.01100417338930976
CYP1A2	ALLOPURINOL	Approved	antiuricemic agent,for treatment of gout	0.005868892474298542
CYP1A2	CHEMBL:CHEMBL471226	Not Approved	""	0.04401669355723906
CYP1A2	SB 228357	Not Approved	""	0.01257619815921116
CYP1A2	CHEMBL:CHEMBL458765	Not Approved	""	0.02934446237149271
CYP1A2	N-DESMETHYLCLOZAPINE	Not Approved	""	0.02641001613434343
CYP1A2	L-694,247	Not Approved	""	0.01257619815921116
CYP1A2	INDIRUBIN-3'-MONOXIME	Not Approved	""	0.004633336163919901
CYP1A2	DACARBAZINE	Approved	Antineoplastic Agents	0.02347556989719416
CYP1A2	PICEATANNOL	Not Approved	""	0.008384132106140774
CYP1A2	QUAZINONE	Not Approved	""	0.08803338711447813
CYP1A2	DEXPROPRANOLOL	Not Approved	""	0.01760667742289562
CYP1A2	LACTOSE	Approved	""	0.04401669355723906
CYP1A2	PIRIBEDIL	Not Approved	""	0.007336115592873177
CYP1A2	CHEMBL:CHEMBL238624	Not Approved	""	0.01467223118574635
CYP1A2	HYDRALAZINE	Approved	antihypertensive agent	0.008803338711447813
CYP1A2	LAPACHONE	Not Approved	""	0.003385899504403005
CYP1A2	VITAMIN K3	Approved	for reducing EGFR-inhibitor-induced dermatological side effects	0.00303563403843028
CYP1A2	DAIDZEIN	Not Approved	""	0.004633336163919901
CYP1A2	FERROUS SULFATE	Approved	""	0.04401669355723906
CYP1A2	ARASERTACONAZOLE	Not Approved	""	0.01760667742289562
CYP1A2	PROTOPORPHYRIN	Not Approved	""	0.003521335484579124
CYP1A2	OMEPRAZOLE	Approved	antiulcer agent,Proton pump inhibitor	0.009517122931294933
CYP1A2	QUERCETIN	Approved	""	0.001114346672335166
CYP1A2	CHEMBL:CHEMBL512908	Not Approved	""	0.01467223118574635
CYP1A2	CYTARABINE	Approved	antineoplastic agent	0.002200834677861953
CYP1A2	TRIM	Not Approved	""	0.02934446237149271
CYP1A2	CHEMBL:CHEMBL591613	Not Approved	""	0.01760667742289562
CYP1A2	HARMINE	Not Approved	""	0.005868892474298542
CYP1A2	6-CL-MLT	Not Approved	""	0.01257619815921116
CYP1A2	ASPIRIN	Approved	NSAID	0.001978278362123104
CYP1A2	CHEMBL:CHEMBL338115	Not Approved	""	0.01467223118574635
CYP1A2	ERYTHROMYCIN	Approved	""	0.007655077140389403
CYP1A2	CYPROTERONE	Approved	Hypersexuality-inhibiting agents; Antihirsutism agents	0.02515239631842232
CYP1A2	MELATONIN	Approved	Hypnotics and Sedatives	0.00303563403843028
CYP1A2	LINEZOLID	Approved	""	0.01956297491432847
CYP1A2	CLOZAPINE	Approved	Antipsychotic Agents	0.001815121383803672
CYP1A2	IRBESARTAN	Approved	antihypertensive agent	0.02200834677861953
